"","X.2","X.1","X","rwr_rank","help_vote","vote","top1","top10","top50","top500","top1000","vine"
"2285",2285,2285,2285,424079,35,40,NA,NA,NA,NA,NA,NA
"2286",2286,2286,2286,9688073,2,2,NA,NA,NA,NA,NA,NA
"2287",2287,2287,2287,447225,68,119,NA,NA,NA,NA,NA,NA
"2288",2288,2288,2288,4041852,2,2,NA,NA,NA,NA,NA,NA
"2289",2289,2289,2289,9295468,13,17,NA,NA,NA,NA,NA,NA
"2290",2290,2290,2290,2339,2386,2660,NA,NA,NA,NA,NA,"VINE VOICE"
"2291",2291,2291,2291,25380110,0,1,NA,NA,NA,NA,NA,NA
"2292",2292,2292,2292,3531366,9,13,NA,NA,NA,NA,NA,NA
"2293",2293,2293,2293,80410,74,95,NA,NA,NA,NA,NA,NA
"2294",2294,2294,2294,304440,900,1227,NA,NA,NA,NA,NA,"VINE VOICE"
"2295",2295,2295,2295,9137753,15,19,NA,NA,NA,NA,NA,NA
"2296",2296,2296,2296,8171058,4,9,NA,NA,NA,NA,NA,NA
"2297",2297,2297,2297,31157306,4,17,NA,NA,NA,NA,NA,NA
"2298",2298,2298,2298,6054973,7,8,NA,NA,NA,NA,NA,NA
"2299",2299,2299,2299,7986852,3,3,NA,NA,NA,NA,NA,NA
"2300",2300,2300,2300,548368,54,65,NA,NA,NA,NA,NA,NA
"2301",2301,2301,2301,927072,16,22,NA,NA,NA,NA,NA,NA
"2302",2302,2302,2302,11600981,7,10,NA,NA,NA,NA,NA,NA
"2303",2303,2303,2303,1625,1843,2012,NA,NA,NA,NA,NA,"VINE VOICE"
"2304",2304,2304,2304,2783,2184,2868,NA,NA,NA,NA,NA,"VINE VOICE"
"2305",2305,2305,2305,6821732,2,3,NA,NA,NA,NA,NA,NA
"2306",2306,2306,2306,1196227,8,8,NA,NA,NA,NA,NA,NA
"2307",2307,2307,2307,1116632,10,10,NA,NA,NA,NA,NA,NA
"2308",2308,2308,2308,185753,43,52,NA,NA,NA,NA,NA,NA
"2309",2309,2309,2309,104419,237,261,NA,NA,NA,NA,NA,NA
"2310",2310,2310,2310,2518954,65,85,NA,NA,NA,NA,NA,NA
"2311",2311,2311,2311,2010586,88,120,NA,NA,NA,NA,NA,NA
"2312",2312,2312,2312,6427966,6,6,NA,NA,NA,NA,NA,NA
"2313",2313,2313,2313,1,54528,56753,"#1 HALL OF FAME<","TOP 10 REVIEWER<",NA,NA,NA,NA
"2314",2314,2314,2314,22593911,1,1,NA,NA,NA,NA,NA,NA
"2315",2315,2315,2315,25930066,0,1,NA,NA,NA,NA,NA,NA
"2316",2316,2316,2316,324025,197,222,NA,NA,NA,NA,NA,NA
"2317",2317,2317,2317,534,5435,6133,NA,NA,NA,NA,"TOP 1000 REVIEWER<","VINE VOICE"
"2318",2318,2318,2318,436516,33,34,NA,NA,NA,NA,NA,NA
"2319",2319,2319,2319,31077,590,762,NA,NA,NA,NA,NA,"VINE VOICE"
"2320",2320,2320,2320,8568,571,645,NA,NA,NA,NA,NA,NA
"2321",2321,2321,2321,1168799,12,13,NA,NA,NA,NA,NA,NA
"2322",2322,2322,2322,508598,55,62,NA,NA,NA,NA,NA,NA
"2323",2323,2323,2323,1737760,10,13,NA,NA,NA,NA,NA,NA
"2324",2324,2324,2324,396067,152,179,NA,NA,NA,NA,NA,NA
"2325",2325,2325,2325,1620997,4,6,NA,NA,NA,NA,NA,NA
"2326",2326,2326,2326,15817631,2,3,NA,NA,NA,NA,NA,NA
"2327",2327,2327,2327,35010209,11,20,NA,NA,NA,NA,NA,NA
"2328",2328,2328,2328,35304069,82,150,NA,NA,NA,NA,NA,NA
"2329",2329,2329,2329,24950560,1,2,NA,NA,NA,NA,NA,NA
"2330",2330,2330,2330,7448761,16,25,NA,NA,NA,NA,NA,NA
"2331",2331,2331,2331,27333,1167,1362,NA,NA,NA,NA,NA,NA
"2332",2332,2332,2332,2158096,6,8,NA,NA,NA,NA,NA,NA
"2333",2333,2333,2333,500358,98,128,NA,NA,NA,NA,NA,NA
"2334",2334,2334,2334,4945,2312,3044,NA,NA,NA,NA,NA,"VINE VOICE"
"2335",2335,2335,2335,22300686,5,14,NA,NA,NA,NA,NA,NA
"2336",2336,2336,2336,429758,142,247,NA,NA,NA,NA,NA,NA
"2337",2337,2337,2337,441,5107,5880,NA,NA,NA,"TOP 500 REVIEWER<",NA,NA
"2338",2338,2338,2338,55239,168,177,NA,NA,NA,NA,NA,NA
"2339",2339,2339,2339,3073825,4,4,NA,NA,NA,NA,NA,NA
"2340",2340,2340,2340,5509448,9,12,NA,NA,NA,NA,NA,NA
"2341",2341,2341,2341,963635,40,44,NA,NA,NA,NA,NA,NA
"2342",2342,2342,2342,5469012,2,2,NA,NA,NA,NA,NA,NA
"2343",2343,2343,2343,2097968,3,3,NA,NA,NA,NA,NA,NA
"2344",2344,2344,2344,328629,45,50,NA,NA,NA,NA,NA,NA
"2345",2345,2345,2345,908339,51,63,NA,NA,NA,NA,NA,NA
"2346",2346,2346,2346,24470743,4,4,NA,NA,NA,NA,NA,NA
"2347",2347,2347,2347,2010008,46,48,NA,NA,NA,NA,NA,NA
"2348",2348,2348,2348,1312624,14,16,NA,NA,NA,NA,NA,NA
"2349",2349,2349,2349,58086,1299,1345,NA,NA,NA,NA,NA,NA
"2350",2350,2350,2350,35334500,59,125,NA,NA,NA,NA,NA,NA
"2351",2351,2351,2351,34328816,0,2,NA,NA,NA,NA,NA,NA
"2352",2352,2352,2352,811521,219,269,NA,NA,NA,NA,NA,NA
"2353",2353,2353,2353,3934778,7,7,NA,NA,NA,NA,NA,NA
"2354",2354,2354,2354,13680455,4,5,NA,NA,NA,NA,NA,NA
"2355",2355,2355,2355,4350805,12,22,NA,NA,NA,NA,NA,NA
"2356",2356,2356,2356,18099597,0,1,NA,NA,NA,NA,NA,NA
"2357",2357,2357,2357,12179281,2,2,NA,NA,NA,NA,NA,NA
"2358",2358,2358,2358,1799327,51,68,NA,NA,NA,NA,NA,NA
"2359",2359,2359,2359,1129232,29,34,NA,NA,NA,NA,NA,NA
"2360",2360,2360,2360,24505929,1,2,NA,NA,NA,NA,NA,NA
"2361",2361,2361,2361,71519,255,354,NA,NA,NA,NA,NA,NA
"2362",2362,2362,2362,551102,10,10,NA,NA,NA,NA,NA,NA
"2363",2363,2363,2363,3797973,5,8,NA,NA,NA,NA,NA,NA
"2364",2364,2364,2364,2871075,11,14,NA,NA,NA,NA,NA,NA
"2365",2365,2365,2365,34304313,2,7,NA,NA,NA,NA,NA,NA
"2366",2366,2366,2366,35172509,5,17,NA,NA,NA,NA,NA,NA
"2367",2367,2367,2367,2112153,33,45,NA,NA,NA,NA,NA,NA
"2368",2368,2368,2368,208304,134,168,NA,NA,NA,NA,NA,NA
"2369",2369,2369,2369,7075,403,444,NA,NA,NA,NA,NA,NA
"2370",2370,2370,2370,743715,123,146,NA,NA,NA,NA,NA,NA
"2371",2371,2371,2371,212897,18,20,NA,NA,NA,NA,NA,NA
"2372",2372,2372,2372,1161704,172,179,NA,NA,NA,NA,NA,NA
"2373",2373,2373,2373,35352045,2,62,NA,NA,NA,NA,NA,NA
"2374",2374,2374,2374,1431,2535,2732,NA,NA,NA,NA,NA,NA
"2375",2375,2375,2375,10656520,5,8,NA,NA,NA,NA,NA,NA
"2376",2376,2376,2376,11104973,3,4,NA,NA,NA,NA,NA,NA
"2377",2377,2377,2377,51611,108,135,NA,NA,NA,NA,NA,NA
"2378",2378,2378,2378,3101747,3,4,NA,NA,NA,NA,NA,NA
"2379",2379,2379,2379,301778,52,61,NA,NA,NA,NA,NA,NA
"2380",2380,2380,2380,34870648,1,4,NA,NA,NA,NA,NA,NA
"2381",2381,2381,2381,18154324,1,1,NA,NA,NA,NA,NA,NA
"2382",2382,2382,2382,434652,29,35,NA,NA,NA,NA,NA,NA
"2383",2383,2383,2383,2871457,20,22,NA,NA,NA,NA,NA,NA
"2384",2384,2384,2384,189372,221,238,NA,NA,NA,NA,NA,NA
"2385",2385,2385,2385,553525,10,12,NA,NA,NA,NA,NA,NA
"2386",2386,2386,2386,72894,443,475,NA,NA,NA,NA,NA,NA
"2387",2387,2387,2387,2001462,17,20,NA,NA,NA,NA,NA,NA
"2388",2388,2388,2388,26873259,16,27,NA,NA,NA,NA,NA,NA
"2389",2389,2389,2389,894627,34,38,NA,NA,NA,NA,NA,NA
"2390",2390,2390,2390,34339758,0,2,NA,NA,NA,NA,NA,NA
"2391",2391,2391,2391,18970529,5,13,NA,NA,NA,NA,NA,NA
"2392",2392,2392,2392,16341520,1,1,NA,NA,NA,NA,NA,NA
"2393",2393,2393,2393,29204056,1,2,NA,NA,NA,NA,NA,NA
"2394",2394,2394,2394,28866989,38,43,NA,NA,NA,NA,NA,NA
"2395",2395,2395,2395,1644050,9,11,NA,NA,NA,NA,NA,NA
"2396",2396,2396,2396,1089309,55,63,NA,NA,NA,NA,NA,NA
"2397",2397,2397,2397,68938,104,141,NA,NA,NA,NA,NA,NA
"2398",2398,2398,2398,13996761,1,2,NA,NA,NA,NA,NA,NA
"2399",2399,2399,2399,3420784,7,9,NA,NA,NA,NA,NA,NA
"2400",2400,2400,2400,437344,68,81,NA,NA,NA,NA,NA,NA
"2401",2401,2401,2401,7110302,1,1,NA,NA,NA,NA,NA,NA
"2402",2402,2402,2402,16190483,4,8,NA,NA,NA,NA,NA,NA
"2403",2403,2403,2403,2613432,48,56,NA,NA,NA,NA,NA,NA
"2404",2404,2404,2404,1044202,81,86,NA,NA,NA,NA,NA,NA
"2405",2405,2405,2405,6778841,36,44,NA,NA,NA,NA,NA,NA
"2406",2406,2406,2406,22681657,1,1,NA,NA,NA,NA,NA,NA
"2407",2407,2407,2407,1341840,16,17,NA,NA,NA,NA,NA,NA
"2408",2408,2408,2408,151680,495,555,NA,NA,NA,NA,NA,NA
"2409",2409,2409,2409,282014,45,58,NA,NA,NA,NA,NA,NA
"2410",2410,2410,2410,2072,2365,2825,NA,NA,NA,NA,NA,"VINE VOICE"
"2411",2411,2411,2411,818121,44,59,NA,NA,NA,NA,NA,NA
"2412",2412,2412,2412,910754,13,18,NA,NA,NA,NA,NA,NA
"2413",2413,2413,2413,121045,46,56,NA,NA,NA,NA,NA,NA
"2414",2414,2414,2414,26634263,0,1,NA,NA,NA,NA,NA,NA
"2415",2415,2415,2415,8319209,14,30,NA,NA,NA,NA,NA,NA
"2416",2416,2416,2416,2479867,2,4,NA,NA,NA,NA,NA,NA
"2417",2417,2417,2417,163292,162,193,NA,NA,NA,NA,NA,NA
"2418",2418,2418,2418,1318503,4,4,NA,NA,NA,NA,NA,NA
"2419",2419,2419,2419,8773202,4,5,NA,NA,NA,NA,NA,NA
"2420",2420,2420,2420,25222389,0,1,NA,NA,NA,NA,NA,NA
"2421",2421,2421,2421,661484,377,402,NA,NA,NA,NA,NA,NA
"2422",2422,2422,2422,1840590,8,16,NA,NA,NA,NA,NA,NA
"2423",2423,2423,2423,945070,40,45,NA,NA,NA,NA,NA,NA
"2424",2424,2424,2424,4917824,2,4,NA,NA,NA,NA,NA,NA
"2425",2425,2425,2425,21822396,1,2,NA,NA,NA,NA,NA,NA
"2426",2426,2426,2426,1022763,24,29,NA,NA,NA,NA,NA,NA
"2427",2427,2427,2427,8038544,27,29,NA,NA,NA,NA,NA,NA
"2428",2428,2428,2428,1049916,150,166,NA,NA,NA,NA,NA,NA
"2429",2429,2429,2429,291344,898,936,NA,NA,NA,NA,NA,NA
"2430",2430,2430,2430,297834,122,156,NA,NA,NA,NA,NA,NA
"2431",2431,2431,2431,16531870,2,3,NA,NA,NA,NA,NA,NA
"2432",2432,2432,2432,1396517,9,14,NA,NA,NA,NA,NA,NA
"2433",2433,2433,2433,14249701,14,28,NA,NA,NA,NA,NA,NA
"2434",2434,2434,2434,7955696,11,13,NA,NA,NA,NA,NA,NA
"2435",2435,2435,2435,435,2361,2661,NA,NA,NA,"TOP 500 REVIEWER<",NA,NA
"2436",2436,2436,2436,3786190,8,8,NA,NA,NA,NA,NA,NA
"2437",2437,2437,2437,297473,89,110,NA,NA,NA,NA,NA,NA
"2438",2438,2438,2438,16679145,1,1,NA,NA,NA,NA,NA,NA
"2439",2439,2439,2439,12236300,17,20,NA,NA,NA,NA,NA,NA
"2440",2440,2440,2440,4281064,6,6,NA,NA,NA,NA,NA,NA
"2441",2441,2441,2441,25117018,3,9,NA,NA,NA,NA,NA,NA
"2442",2442,2442,2442,445521,66,79,NA,NA,NA,NA,NA,NA
"2443",2443,2443,2443,5965930,3,4,NA,NA,NA,NA,NA,NA
"2444",2444,2444,2444,11784672,1,1,NA,NA,NA,NA,NA,NA
"2445",2445,2445,2445,2365712,25,29,NA,NA,NA,NA,NA,NA
"2446",2446,2446,2446,15381282,1,2,NA,NA,NA,NA,NA,NA
"2447",2447,2447,2447,9208,725,913,NA,NA,NA,NA,NA,"VINE VOICE"
"2448",2448,2448,2448,7488,545,744,NA,NA,NA,NA,NA,NA
"2449",2449,2449,2449,2035195,12,13,NA,NA,NA,NA,NA,NA
"2450",2450,2450,2450,1558929,6,6,NA,NA,NA,NA,NA,NA
"2451",2451,2451,2451,20220737,0,1,NA,NA,NA,NA,NA,NA
"2452",2452,2452,2452,590441,7,10,NA,NA,NA,NA,NA,NA
"2453",2453,2453,2453,8971,2119,3000,NA,NA,NA,NA,NA,NA
"2454",2454,2454,2454,5599101,12,44,NA,NA,NA,NA,NA,NA
"2455",2455,2455,2455,1918572,5,7,NA,NA,NA,NA,NA,NA
"2456",2456,2456,2456,10969839,4,4,NA,NA,NA,NA,NA,NA
"2457",2457,2457,2457,500371,18,19,NA,NA,NA,NA,NA,NA
"2458",2458,2458,2458,738366,72,101,NA,NA,NA,NA,NA,NA
"2459",2459,2459,2459,5103939,10,15,NA,NA,NA,NA,NA,NA
"2460",2460,2460,2460,371587,317,402,NA,NA,NA,NA,NA,NA
"2461",2461,2461,2461,5061325,3,3,NA,NA,NA,NA,NA,NA
"2462",2462,2462,2462,5702008,2,2,NA,NA,NA,NA,NA,NA
"2463",2463,2463,2463,1148410,15,18,NA,NA,NA,NA,NA,NA
"2464",2464,2464,2464,541144,206,237,NA,NA,NA,NA,NA,NA
"2465",2465,2465,2465,323936,184,206,NA,NA,NA,NA,NA,NA
"2466",2466,2466,2466,27256269,1,1,NA,NA,NA,NA,NA,NA
"2467",2467,2467,2467,1997182,45,66,NA,NA,NA,NA,NA,NA
"2468",2468,2468,2468,68046,248,380,NA,NA,NA,NA,NA,NA
"2469",2469,2469,2469,23259993,7,7,NA,NA,NA,NA,NA,NA
"2470",2470,2470,2470,34444058,0,2,NA,NA,NA,NA,NA,NA
"2471",2471,2471,2471,149238,51,67,NA,NA,NA,NA,NA,NA
"2472",2472,2472,2472,22975455,0,2,NA,NA,NA,NA,NA,NA
"2473",2473,2473,2473,454168,26,32,NA,NA,NA,NA,NA,NA
"2474",2474,2474,2474,26782944,0,1,NA,NA,NA,NA,NA,NA
"2475",2475,2475,2475,21525870,6,9,NA,NA,NA,NA,NA,NA
"2476",2476,2476,2476,5885487,1,2,NA,NA,NA,NA,NA,NA
"2477",2477,2477,2477,28725340,3,6,NA,NA,NA,NA,NA,NA
"2478",2478,2478,2478,25229644,1,2,NA,NA,NA,NA,NA,NA
"2479",2479,2479,2479,391735,88,99,NA,NA,NA,NA,NA,NA
"2480",2480,2480,2480,12257393,8,9,NA,NA,NA,NA,NA,NA
"2481",2481,2481,2481,26323549,2,3,NA,NA,NA,NA,NA,NA
"2482",2482,2482,2482,2444221,45,51,NA,NA,NA,NA,NA,NA
"2483",2483,2483,2483,108155,266,390,NA,NA,NA,NA,NA,"VINE VOICE"
"2484",2484,2484,2484,12476403,2,2,NA,NA,NA,NA,NA,NA
"2485",2485,2485,2485,9093649,7,9,NA,NA,NA,NA,NA,NA
"2486",2486,2486,2486,387557,102,115,NA,NA,NA,NA,NA,NA
"2487",2487,2487,2487,2259672,3,3,NA,NA,NA,NA,NA,NA
"2488",2488,2488,2488,216503,349,429,NA,NA,NA,NA,NA,NA
"2489",2489,2489,2489,10142360,1,3,NA,NA,NA,NA,NA,NA
"2490",2490,2490,2490,200680,137,170,NA,NA,NA,NA,NA,NA
"2491",2491,2491,2491,385185,16,18,NA,NA,NA,NA,NA,NA
"2492",2492,2492,2492,18350538,2,2,NA,NA,NA,NA,NA,NA
"2493",2493,2493,2493,1249831,20,29,NA,NA,NA,NA,NA,NA
"2494",2494,2494,2494,140430,121,161,NA,NA,NA,NA,NA,NA
"2495",2495,2495,2495,661828,15,18,NA,NA,NA,NA,NA,NA
"2496",2496,2496,2496,77,16361,17890,NA,NA,NA,NA,NA,"VINE VOICE"
"2497",2497,2497,2497,1949415,17,18,NA,NA,NA,NA,NA,NA
"2498",2498,2498,2498,21089152,0,1,NA,NA,NA,NA,NA,NA
"2499",2499,2499,2499,2377205,8,10,NA,NA,NA,NA,NA,NA
"2500",2500,2500,2500,2059765,8,11,NA,NA,NA,NA,NA,NA
"2501",2501,2501,2501,77,16361,17890,NA,NA,NA,NA,NA,"VINE VOICE"
"2502",2502,2502,2502,1635336,25,27,NA,NA,NA,NA,NA,NA
"2503",2503,2503,2503,568032,14,21,NA,NA,NA,NA,NA,NA
"2504",2504,2504,2504,4501156,4,5,NA,NA,NA,NA,NA,NA
"2505",2505,2505,2505,590767,17,21,NA,NA,NA,NA,NA,NA
"2506",2506,2506,2506,241283,46,66,NA,NA,NA,NA,NA,NA
"2507",2507,2507,2507,4295048,3,3,NA,NA,NA,NA,NA,NA
"2508",2508,2508,2508,25970114,0,1,NA,NA,NA,NA,NA,NA
"2509",2509,2509,2509,4516670,4,5,NA,NA,NA,NA,NA,NA
"2510",2510,2510,2510,107764,52,73,NA,NA,NA,NA,NA,NA
"2511",2511,2511,2511,10356243,2,2,NA,NA,NA,NA,NA,NA
"2512",2512,2512,2512,2588,1881,2320,NA,NA,NA,NA,NA,"VINE VOICE"
"2513",2513,2513,2513,9749833,2,4,NA,NA,NA,NA,NA,NA
"2514",2514,2514,2514,523301,61,69,NA,NA,NA,NA,NA,NA
"2515",2515,2515,2515,23018000,2,2,NA,NA,NA,NA,NA,NA
"2516",2516,2516,2516,34770843,8,10,NA,NA,NA,NA,NA,NA
"2517",2517,2517,2517,15749611,1,1,NA,NA,NA,NA,NA,NA
"2518",2518,2518,2518,2788063,2,3,NA,NA,NA,NA,NA,NA
"2519",2519,2519,2519,3885869,5,11,NA,NA,NA,NA,NA,NA
"2520",2520,2520,2520,486362,39,68,NA,NA,NA,NA,NA,NA
"2521",2521,2521,2521,130769,348,458,NA,NA,NA,NA,NA,NA
"2522",2522,2522,2522,1522246,5,6,NA,NA,NA,NA,NA,NA
"2523",2523,2523,2523,3051596,34,35,NA,NA,NA,NA,NA,NA
"2524",2524,2524,2524,304058,51,57,NA,NA,NA,NA,NA,NA
"2525",2525,2525,2525,2748091,376,386,NA,NA,NA,NA,NA,NA
"2526",2526,2526,2526,13356,1058,1297,NA,NA,NA,NA,NA,"VINE VOICE"
"2527",2527,2527,2527,16948897,0,1,NA,NA,NA,NA,NA,NA
"2528",2528,2528,2528,69379,471,508,NA,NA,NA,NA,NA,NA
"2529",2529,2529,2529,16676063,4,5,NA,NA,NA,NA,NA,NA
"2530",2530,2530,2530,4621671,8,10,NA,NA,NA,NA,NA,NA
"2531",2531,2531,2531,15162127,1,1,NA,NA,NA,NA,NA,NA
"2532",2532,2532,2532,156754,840,1154,NA,NA,NA,NA,NA,"VINE VOICE"
"2533",2533,2533,2533,17715,847,965,NA,NA,NA,NA,NA,NA
"2534",2534,2534,2534,231113,90,112,NA,NA,NA,NA,NA,NA
"2535",2535,2535,2535,58323,465,518,NA,NA,NA,NA,NA,NA
"2536",2536,2536,2536,49191,168,192,NA,NA,NA,NA,NA,NA
"2537",2537,2537,2537,35260019,2,8,NA,NA,NA,NA,NA,NA
"2538",2538,2538,2538,1707252,39,52,NA,NA,NA,NA,NA,NA
"2539",2539,2539,2539,1812899,14,15,NA,NA,NA,NA,NA,NA
"2540",2540,2540,2540,23716981,1,2,NA,NA,NA,NA,NA,NA
"2541",2541,2541,2541,12297900,1,2,NA,NA,NA,NA,NA,NA
"2542",2542,2542,2542,21856281,3,7,NA,NA,NA,NA,NA,NA
"2543",2543,2543,2543,1552671,3,4,NA,NA,NA,NA,NA,NA
"2544",2544,2544,2544,1780503,3,3,NA,NA,NA,NA,NA,NA
"2545",2545,2545,2545,1278234,58,66,NA,NA,NA,NA,NA,NA
"2546",2546,2546,2546,9341611,23,28,NA,NA,NA,NA,NA,NA
"2547",2547,2547,2547,7968176,5,11,NA,NA,NA,NA,NA,NA
"2548",2548,2548,2548,1292318,9,16,NA,NA,NA,NA,NA,NA
"2549",2549,2549,2549,1036573,24,43,NA,NA,NA,NA,NA,NA
"2550",2550,2550,2550,26876364,1,1,NA,NA,NA,NA,NA,NA
"2551",2551,2551,2551,634654,28,50,NA,NA,NA,NA,NA,NA
"2552",2552,2552,2552,3081678,15,18,NA,NA,NA,NA,NA,NA
"2553",2553,2553,2553,359,5714,6752,NA,NA,NA,"TOP 500 REVIEWER<",NA,"VINE VOICE"
"2554",2554,2554,2554,4386613,1,2,NA,NA,NA,NA,NA,NA
"2555",2555,2555,2555,1942616,4,4,NA,NA,NA,NA,NA,NA
"2556",2556,2556,2556,62311,135,190,NA,NA,NA,NA,NA,NA
"2557",2557,2557,2557,4632671,13,15,NA,NA,NA,NA,NA,NA
"2558",2558,2558,2558,478381,15,23,NA,NA,NA,NA,NA,NA
"2559",2559,2559,2559,8827520,2,3,NA,NA,NA,NA,NA,NA
"2560",2560,2560,2560,34856608,2,6,NA,NA,NA,NA,NA,NA
"2561",2561,2561,2561,11654572,1,1,NA,NA,NA,NA,NA,NA
"2562",2562,2562,2562,8107709,7,11,NA,NA,NA,NA,NA,NA
"2563",2563,2563,2563,11742662,2,4,NA,NA,NA,NA,NA,NA
"2564",2564,2564,2564,385569,7,7,NA,NA,NA,NA,NA,NA
"2565",2565,2565,2565,2745514,10,19,NA,NA,NA,NA,NA,NA
"2566",2566,2566,2566,587681,57,69,NA,NA,NA,NA,NA,NA
"2567",2567,2567,2567,731597,37,65,NA,NA,NA,NA,NA,NA
"2568",2568,2568,2568,3572743,15,19,NA,NA,NA,NA,NA,NA
"2569",2569,2569,2569,1436739,31,42,NA,NA,NA,NA,NA,NA
"2570",2570,2570,2570,25619122,0,1,NA,NA,NA,NA,NA,NA
"2571",2571,2571,2571,1125356,24,47,NA,NA,NA,NA,NA,NA
"2572",2572,2572,2572,6402,1020,1209,NA,NA,NA,NA,NA,"VINE VOICE"
"2573",2573,2573,2573,2352391,17,19,NA,NA,NA,NA,NA,NA
"2574",2574,2574,2574,1114771,117,192,NA,NA,NA,NA,NA,NA
"2575",2575,2575,2575,22347682,1,12,NA,NA,NA,NA,NA,NA
"2576",2576,2576,2576,8009811,9,9,NA,NA,NA,NA,NA,NA
"2577",2577,2577,2577,525189,77,93,NA,NA,NA,NA,NA,NA
"2578",2578,2578,2578,3736945,32,33,NA,NA,NA,NA,NA,NA
"2579",2579,2579,2579,1542113,18,21,NA,NA,NA,NA,NA,NA
"2580",2580,2580,2580,3587198,17,22,NA,NA,NA,NA,NA,NA
"2581",2581,2581,2581,3661162,2,3,NA,NA,NA,NA,NA,NA
"2582",2582,2582,2582,6433469,22,51,NA,NA,NA,NA,NA,NA
"2583",2583,2583,2583,11731411,1,1,NA,NA,NA,NA,NA,NA
"2584",2584,2584,2584,23663313,1,2,NA,NA,NA,NA,NA,NA
"2585",2585,2585,2585,4958344,3,4,NA,NA,NA,NA,NA,NA
"2586",2586,2586,2586,2968085,18,22,NA,NA,NA,NA,NA,NA
"2587",2587,2587,2587,380575,45,53,NA,NA,NA,NA,NA,NA
"2588",2588,2588,2588,5449990,35,45,NA,NA,NA,NA,NA,NA
"2589",2589,2589,2589,4813907,2,2,NA,NA,NA,NA,NA,NA
"2590",2590,2590,2590,10897078,1,3,NA,NA,NA,NA,NA,NA
"2591",2591,2591,2591,5085362,2,2,NA,NA,NA,NA,NA,NA
"2592",2592,2592,2592,1007035,31,41,NA,NA,NA,NA,NA,NA
"2593",2593,2593,2593,8547429,5,7,NA,NA,NA,NA,NA,NA
"2594",2594,2594,2594,18125765,1,1,NA,NA,NA,NA,NA,NA
"2595",2595,2595,2595,3551056,63,68,NA,NA,NA,NA,NA,NA
"2596",2596,2596,2596,8589756,6,8,NA,NA,NA,NA,NA,NA
"2597",2597,2597,2597,741044,31,47,NA,NA,NA,NA,NA,NA
"2598",2598,2598,2598,23758248,0,1,NA,NA,NA,NA,NA,NA
"2599",2599,2599,2599,3191523,7,11,NA,NA,NA,NA,NA,NA
"2600",2600,2600,2600,1453784,14,14,NA,NA,NA,NA,NA,NA
"2601",2601,2601,2601,6852163,4,4,NA,NA,NA,NA,NA,NA
"2602",2602,2602,2602,11452085,5,8,NA,NA,NA,NA,NA,NA
"2603",2603,2603,2603,122115,112,129,NA,NA,NA,NA,NA,NA
"2604",2604,2604,2604,1056137,71,135,NA,NA,NA,NA,NA,NA
"2605",2605,2605,2605,4801558,3,3,NA,NA,NA,NA,NA,NA
"2606",2606,2606,2606,3865,1536,1996,NA,NA,NA,NA,NA,"VINE VOICE"
"2607",2607,2607,2607,245,7918,8653,NA,NA,NA,"TOP 500 REVIEWER<",NA,"VINE VOICE"
"2608",2608,2608,2608,4500708,5,5,NA,NA,NA,NA,NA,NA
"2609",2609,2609,2609,11633500,0,2,NA,NA,NA,NA,NA,NA
"2610",2610,2610,2610,1823682,11,17,NA,NA,NA,NA,NA,NA
"2611",2611,2611,2611,2146384,1,1,NA,NA,NA,NA,NA,NA
"2612",2612,2612,2612,695578,173,196,NA,NA,NA,NA,NA,NA
"2613",2613,2613,2613,39144,252,287,NA,NA,NA,NA,NA,NA
"2614",2614,2614,2614,15824978,1,2,NA,NA,NA,NA,NA,NA
"2615",2615,2615,2615,17056,791,881,NA,NA,NA,NA,NA,"VINE VOICE"
"2616",2616,2616,2616,1154,5159,6383,NA,NA,NA,NA,NA,"VINE VOICE"
"2617",2617,2617,2617,5092344,3,4,NA,NA,NA,NA,NA,NA
"2618",2618,2618,2618,5862085,47,75,NA,NA,NA,NA,NA,NA
"2619",2619,2619,2619,49217,96,102,NA,NA,NA,NA,NA,NA
"2620",2620,2620,2620,12851502,1,3,NA,NA,NA,NA,NA,NA
"2621",2621,2621,2621,1287115,21,29,NA,NA,NA,NA,NA,NA
"2622",2622,2622,2622,99708,125,138,NA,NA,NA,NA,NA,NA
"2623",2623,2623,2623,375909,36,44,NA,NA,NA,NA,NA,NA
"2624",2624,2624,2624,590777,14,18,NA,NA,NA,NA,NA,NA
"2625",2625,2625,2625,5924029,1,2,NA,NA,NA,NA,NA,NA
"2626",2626,2626,2626,11139989,2,2,NA,NA,NA,NA,NA,NA
"2627",2627,2627,2627,21558871,14,36,NA,NA,NA,NA,NA,NA
"2628",2628,2628,2628,947561,41,50,NA,NA,NA,NA,NA,NA
"2629",2629,2629,2629,48805,630,737,NA,NA,NA,NA,NA,NA
"2630",2630,2630,2630,35060432,29,98,NA,NA,NA,NA,NA,NA
"2631",2631,2631,2631,9339794,2,2,NA,NA,NA,NA,NA,NA
"2632",2632,2632,2632,11051024,1,1,NA,NA,NA,NA,NA,NA
"2633",2633,2633,2633,349934,78,102,NA,NA,NA,NA,NA,NA
"2634",2634,2634,2634,4644,1828,2113,NA,NA,NA,NA,NA,"VINE VOICE"
"2635",2635,2635,2635,1330490,36,49,NA,NA,NA,NA,NA,NA
"2636",2636,2636,2636,22449286,1,1,NA,NA,NA,NA,NA,NA
"2637",2637,2637,2637,27205406,0,1,NA,NA,NA,NA,NA,NA
